PMID,Title,URL,Authors,Date,Year,Journal,Abstract
31288040,Altered monocyteresponseto thedenguevirus in those with varying severity of pastdengueinfection.,https://pubmed.ncbi.nlm.nih.gov/31288040/,"Kamaladasa A, Gomes L, Wijesinghe A, Jeewandara C, Toh YX, Jayathilaka D, Ogg GS, Fink K, Malavige GN.",6/07/2019,2019,Antiviral Res,"""Objective:We sought to investigate the differences in monocyte immune responses to the dengue virus (DENV) in those who previously had either severe disease (past SD) or non-severe dengue (past NSD) following a secondary dengue infection.Method:Monocytes from healthy individuals who had either past SD (n = 6) or past NSD (n = 6) were infected at MOI one with all four DENV serotypes following incubation with autologous serum. 36-hours post infection, levels of inflammatory cytokines and viral loads were measured in the supernatant and expression of genes involved in viral sensing and interferon signaling was determined.Results:Monocytes of individuals with past SD produced significantly higher viral loads (p = 0.0426 and cytokines (IL-10 p = 0.008, IL-1β p = 0.008 and IL-6 p = 0.0411) when infected with DENV serotypes they were not immune to, compared to those who has past NSD. Monocytes of individuals with past SD also produced significantly higher viral loads (p = 0.022) and cytokines (IL-10 p < 0.0001, IL-1β < 0.0001 and IL-6 p < 0.0001) when infected with DENV serotypes they were previously exposed to, despite the monocytes being infected in the presence of autologous serum. A significant upregulation of NLRP3 (p = 0.005), RIG-I (0.0004) and IFNB-1 (0.01) genes were observed in those who had past SD compared to past NSD when infected with non-immune DENV serotypes.Conclusion:Monocytes from those with past SD appear to show marked differences in viral loads, viral sensing and production of inflammatory mediators in response to the DENV, when compared to those who experienced past NSD, suggesting that initial innate immune responses may influence the disease outcome."""
30404221,AMP-Activated Protein Kinase andHostDefense againstInfection.,https://pubmed.ncbi.nlm.nih.gov/30404221/,"Silwal P, Kim JK, Yuk JM, Jo EK.",6/11/2018,2018,Int J Mol Sci,"""5'-AMP-activated protein kinase (AMPK) plays diverse roles in various physiological and pathological conditions. AMPK is involved in energy metabolism, which is perturbed by infectious stimuli. Indeed, various pathogens modulate AMPK activity, which affects host defenses against infection. In some viral infections, including hepatitis B and C viral infections, AMPK activation is beneficial, but in others such as dengue virus, Ebola virus, and human cytomegaloviral infections, AMPK plays a detrimental role. AMPK-targeting agents or small molecules enhance the antiviral response and contribute to the control of microbial and parasitic infections. In addition, this review focuses on the double-edged role of AMPK in innate and adaptive immune responses to infection. Understanding how AMPK regulates host defenses will enable development of more effective host-directed therapeutic strategies against infectious diseases."""
29145171,Hosttarget-based approaches against arboviral diseases.,https://pubmed.ncbi.nlm.nih.gov/29145171/,"Rocha RF, Del Sarto JL, Marques RE, Costa VV, Teixeira MM.",23/02/2018,2018,Biol Chem,"""In the 20th century, socioeconomic and environmental changes facilitated the reintroduction of mosquitoes in developing cities, resulting in the reinsertion of mosquito-borne viral diseases and the dispersal of their causative agents on a worldwide scale. Recurrent outbreaks of arboviral diseases are being reported, even in regions without a previous history of arboviral disease transmission. Of note, arboviral infections represented approximately 30% of all emerging vector-borne diseases in the last decade. Therapeutic strategies against infectious viral diseases include the use of different classes of molecules that act directly on the pathogen and/or act by optimizing the host immune response. Drugs targeting the virus usually provide amelioration of symptoms by suppressing and controlling the infection. However, it is limited by the short-window of effectiveness, ineffectiveness against latent viruses, development of drug-resistant mutants and toxic side effects. Disease may also be a consequence of an excessive, uncontrolled or misplaced inflammatory response, treatments that interfere in host immune response are interesting options and can be used isolated or in combination with virus-targeted therapies. The use of host-targeted therapies requires specific knowledge regarding host immune patterns that may trigger dengue virus (DENV), chikungunya virus (CHIKV) or Zika virus (ZIKV) disease."""
23332423,Autoimmunity indenguepathogenesis.,https://pubmed.ncbi.nlm.nih.gov/23332423/,"Wan SW, Lin CF, Yeh TM, Liu CC, Liu HS, Wang S, Ling P, Anderson R, Lei HY, Lin YS.",12/12/2013,2013,J Formos Med Assoc,"""Dengue is one of the most important vector-borne viral diseases. With climate change and the convenience of travel, dengue is spreading beyond its usual tropical and subtropical boundaries. Infection with dengue virus (DENV) causes diseases ranging widely in severity, from self-limited dengue fever to life-threatening dengue hemorrhagic fever and dengue shock syndrome. Vascular leakage, thrombocytopenia, and hemorrhage are the major clinical manifestations associated with severe DENV infection, yet the mechanisms remain unclear. Besides the direct effects of the virus, immunopathogenesis is also involved in the development of dengue disease. Antibody-dependent enhancement increases the efficiency of virus infection and may suppress type I interferon-mediated antiviral responses. Aberrant activation of T cells and overproduction of soluble factors cause an increase in vascular permeability. DENV-induced autoantibodies against endothelial cells, platelets, and coagulatory molecules lead to their abnormal activation or dysfunction. Molecular mimicry between DENV proteins and host proteins may explain the cross-reactivity of DENV-induced autoantibodies. Although no licensed dengue vaccine is yet available, several vaccine candidates are under development. For the development of a safe and effective dengue vaccine, the immunopathogenic complications of dengue disease need to be considered."""
26074064,Novel evidence of microglialimmuneresponsein impairment ofDengueinfectionof CNS.,https://pubmed.ncbi.nlm.nih.gov/26074064/,"Bhatt RS, Kothari ST, Gohil DJ, D'Souza M, Chowdhary AS.",4/06/2015,2015,Immunobiology,"""Dengue, the most rampant zoonotic viral disease in tropics, contributes to 14% of acute febrile illness cases globally. Encephalitis in primary Dengue fever, with/without haemorrhage has been reported occasionally. Our study presents novel evidence for this rarity at the molecular level. Murine microglia (BV2) were infected in-vitro with Dengue virus (DENV) serotypes (1-4) and their immune response was evaluated. Gene expressions of TNF-α, IL-10, IFN-γ, and IL1-β constituted the pro-inflammatory response, levels of MCP-1 and IL-6 represented the regulatory mechanism and changes in the levels of Occludin, MMP-2, MMP-9 and TIMP-1 encompassed the break-down of the blood-brain barrier (BBB). Cytokine response was studied using RT-PCR, with relative fold change assessed using ΔΔCt method. We observed that DENV1 increased vascular permeability and trans-membrane transport, while DENV2 resulted in oxidative stress. DENV3 infection presented with impaired immune response and DENV4 manifested a chaotropic response of the BBB protein genes. However, no serotype was able to breakdown the BBB, thus validating the low prevalence of encephalitis in dengue. Our study is the first reported evidence of the microglial immune response resisting the entry of DENV into the CNS. It also supports the theory that primary Dengue infection results in the acute inflammation of the microglia, and the host immune response plays a critical role in development of encephalitis."""
29282904,Human T cell responses toDengueand Zika virusinfectioncompared toDengue/Zika coinfection.,https://pubmed.ncbi.nlm.nih.gov/29282904/,"Badolato-Corrêa J, Sánchez-Arcila JC, Alves de Souza TM, Santos Barbosa L, Conrado Guerra Nunes P, da Rocha Queiroz Lima M, Gandini M, Bispo de Filippis AM, Venâncio da Cunha R, Leal de Azeredo E, de-Oliveira-Pinto LM.",28/12/2018,2018,Immun Inflamm Dis,"""Introduction:Zika virus (ZIKV) and dengue virus (DENV) co-circulated during latest outbreaks in Brazil, hence, it is important to evaluate the host cross-reactive immune responses to these viruses. So far, little is known about human T cell responses to ZIKV and no reports detail adaptive immune responses during DENV/ZIKV coinfection.Methods:Here, we studied T cells responses in well-characterized groups of DENV, ZIKV, or DENV/ZIKV infected patients and DENV-exposed healthy donors. We evaluated chemokine receptors expression and single/multifunctional frequencies of IFNγ, TNF, and IL2-producing T cells during these infections. Even without antigenic stimulation, it was possible to detect chemokine receptors and IFNγ, TNF, and IL2-producing T cells from all individuals by flow cytometry. Additionally, PBMCs' IFNγ response to DENV NS1 protein and to polyclonal stimuli was evaluated by ELISPOT.Results:DENV and ZIKV infections and DENV/ZIKV coinfections similarly induced expression of CCR5, CX3CR1, and CXCR3 on CD4 and CD8 T cells. DENV/ZIKV coinfection decreased the ability of CD4+T cells to produce IFNγ+, TNF+, TNF+IFNγ+, and TNF+IL2+, compared to DENV and ZIKV infections. A higher magnitude of IFNγ response to DENV NS1 was found in donors with a history of dengue infection, however, a hyporesponsiveness was found in acute DENV, ZIKV, or DENV/ZIKV infected patients, even previously infected with DENV.Conclusion:Therefore, we emphasize the potential impact of coinfection on the immune response from human hosts, mainly in areas where DENV and ZIKV cocirculate."""
32157381,Infectionseverity across scales in multi-strain immuno-epidemiologicalDenguemodel structured byhostantibody level.,https://pubmed.ncbi.nlm.nih.gov/32157381/,"Gulbudak H, Browne CJ.",10/03/2020,2020,J Math Biol,"""Infection by distinct Dengue virus serotypes and host immunity are intricately linked. In particular, certain levels of cross-reactive antibodies in the host may actually enhance infection severity leading to Dengue hemorrhagic fever (DHF). The coupled immunological and epidemiological dynamics of Dengue calls for a multi-scale modeling approach. In this work, we formulate a within-host model which mechanistically recapitulates characteristics of antibody dependent enhancement in Dengue infection. The within-host scale is then linked to epidemiological spread by a vector-host partial differential equation model structured by host antibody level. The coupling allows for dynamic population-wide antibody levels to be tracked through primary and secondary infections by distinct Dengue strains, along with waning of cross-protective immunity after primary infection. Analysis of both the within-host and between-host systems are conducted. Stability results in the epidemic model are formulated via basic and invasion reproduction numbers as a function of immunological variables. Additionally, we develop numerical methods in order to simulate the multi-scale model and assess the influence of parameters on disease spread and DHF prevalence in the population."""
30222771,Longitudinal transcriptomic characterization of theimmuneresponseto acute hepatitis C virusinfectionin patients with spontaneous viral clearance.,https://pubmed.ncbi.nlm.nih.gov/30222771/,"Rosenberg BR, Depla M, Freije CA, Gaucher D, Mazouz S, Boisvert M, Bédard N, Bruneau J, Rice CM, Shoukry NH.",17/09/2018,2018,PLoS Pathog,"""Most individuals exposed to hepatitis C virus (HCV) become persistently infected while a minority spontaneously eliminate the virus. Although early immune events influence infection outcome, the cellular composition, molecular effectors, and timeframe of the host response active shortly after viral exposure remain incompletely understood. Employing specimens collected from people who inject drugs (PWID) with high risk of HCV exposure, we utilized RNA-Seq and blood transcriptome module (BTM) analysis to characterize immune function in peripheral blood mononuclear cells (PBMC) before, during, and after acute HCV infection resulting in spontaneous resolution. Our results provide a detailed description of innate immune programs active in peripheral blood during acute HCV infection, which include prominent type I interferon and inflammatory signatures. Innate immune gene expression rapidly returns to pre-infection levels upon viral clearance. Comparative analyses using peripheral blood gene expression profiles from other viral and vaccine studies demonstrate similarities in the immune responses to acute HCV and flaviviruses. Of note, both acute dengue virus (DENV) infection and acute HCV infection elicit similar innate antiviral signatures. However, while transient in DENV infection, this signature was sustained for many weeks in the response to HCV. These results represent the first longitudinal transcriptomic characterization of human immune function in PBMC during acute HCV infection and identify several dynamically regulated features of the complex response to natural HCV exposure."""
36788451,DengueVirus 2 NS2B Targets MAVS and IKKε to Evade the Antiviral InnateImmuneResponse.,https://pubmed.ncbi.nlm.nih.gov/36788451/,"Nie Y, Deng D, Mou L, Long Q, Chen J, Wu J.",28/05/2023,2023,J Microbiol Biotechnol,"""Dengue virus (DENV) is a widespread arbovirus. To efficiently establish infection, DENV evolves multiple strategies to hijack the host innate immune response. Herein, we examined the inhibitory effects of DENV serotype 2 (DENV2) nonstructural proteins on RIG-I-directed antiviral immune response. We found that DENV2 NS2A, NS2B, NS4A, and NS4B significantly inhibited RIG-I-mediated IFN-β promoter activation. The roles of NS2B in RIG-I-directed antiviral immune response are unknown. Our study further showed that NS2B could dose-dependently suppress RIG-I/MAVS-induced activation of IFN-β promoter. Consistently, NS2B significantly decreased RIG-I- and MAVS-induced transcription ofIFNB1,ISG15, andISG56. Mechanistically, NS2B was found to interact with MAVS and IKKε to impair RIG-I-directed antiviral response. Our findings demonstrated a previously uncharacterized function of NS2B in RIG-I-mediated antiviral response, making it a promising drug target for anti-DENV treatments."""
38159231,Japanese Encephalitis Virus-InfectedCells.,https://pubmed.ncbi.nlm.nih.gov/38159231/,"Sharma KB, Chhabra S, Kalia M.",,2023,Subcell Biochem,"""RNA virus infections have been a leading cause of pandemics. Aided by global warming and increased connectivity, their threat is likely to increase over time. The flaviviruses are one such RNA virus family, and its prototypes such as the Japanese encephalitis virus (JEV), Dengue virus, Zika virus, West Nile virus, etc., pose a significant health burden on several endemic countries. All viruses start off their life cycle with an infected cell, wherein a series of events are set in motion as the virus and host battle for autonomy. With their remarkable capacity to hijack cellular systems and, subvert/escape defence pathways, viruses are able to establish infection and disseminate in the body, causing disease. Using this strategy, JEV replicates and spreads through several cell types such as epithelial cells, fibroblasts, monocytes and macrophages, and ultimately breaches the blood-brain barrier to infect neurons and microglia. The neurotropic nature of JEV, its high burden on the paediatric population, and its lack of any specific antivirals/treatment strategies emphasise the need for biomedical research-driven solutions. Here, we highlight the latest research developments on Japanese encephalitis virus-infected cells and discuss how these can aid in the development of future therapies."""
27716465,Evasion of early innateimmuneresponseby 2'-O-methylation ofdenguegenomic RNA.,https://pubmed.ncbi.nlm.nih.gov/27716465/,"Chang DC, Hoang LT, Mohamed Naim AN, Dong H, Schreiber MJ, Hibberd ML, Tan MJA, Shi PY.",4/10/2016,2016,Virology,"""Dengue virus (DENV) is the most prevalent mosquito-borne virus pathogen in humans. There is currently no antiviral therapeutic or widely available vaccine against dengue infection. The DENV RNA genome is methylated on its 5' cap by its NS5 protein. DENV bearing a single E216A point mutation in NS5 loses 2'-O-methylation of its genome. While this mutant DENV is highly attenuated and immunogenic, the mechanism of this attenuation has not been elucidated. In this study, we find that replication of this mutant DENV is attenuated very early during infection. This early attenuation is not dependent on a functional type I interferon response and coincides with early activation of the innate immune response. Taken together, our data suggest that 2'-O-methylation of DENV genomic RNA is important for evasion of the host immune response during the very early stages of infection as the virus seeks to establish infection."""
34452433,VirusInfectionVariability by Single-Cell Profiling.,https://pubmed.ncbi.nlm.nih.gov/34452433/,"Suomalainen M, Greber UF.",9/08/2021,2021,Viruses,"""Cell-to-cell variability of infection has long been known, yet it has remained one of the least understood phenomena in infection research. It impacts on disease onset and development, yet only recently underlying mechanisms have been studied in clonal cell cultures by single-virion immunofluorescence microscopy and flow cytometry. In this review, we showcase how single-cell RNA sequencing (scRNA-seq), single-molecule RNA-fluorescence in situ hybridization (FISH), and copper(I)-catalyzed azide-alkyne cycloaddition (click) with alkynyl-tagged viral genomes dissect infection variability in human and mouse cells. We show how the combined use of scRNA-FISH and click-chemistry reveals highly variable onsets of adenoviral gene expression, and how single live cell plaques reveal lytic and nonlytic adenovirus transmissions. The review highlights how scRNA-seq profiling and scRNA-FISH of coxsackie, influenza, dengue, zika, and herpes simplex virus infections uncover transcriptional variability, and how the host interferon response tunes influenza and sendai virus infections. We introduce the concept of """"cell state"""" in infection variability, and conclude with advances by single-cell simultaneous measurements of chromatin accessibility and mRNA counts at high-throughput. Such technology will further dissect the sequence of events in virus infection and pathology, and better characterize the genetic and genomic stability of viruses, cell autonomous innate immune responses, and mechanisms of tissue injury."""
27130436,DengueVirus Immunopathogenesis: Lessons Applicable to the Emergence of Zika Virus.,https://pubmed.ncbi.nlm.nih.gov/27130436/,"Olagnier D, Amatore D, Castiello L, Ferrari M, Palermo E, Diamond MS, Palamara AT, Hiscott J.",28/08/2016,2016,J Mol Biol,"""Dengue is the leading mosquito-transmitted viral infection in the world. There are more than 390 million new infections annually; while the majority of infected individuals are asymptomatic or develop a self-limited dengue fever, up to 1 million clinical cases develop severe manifestations, including dengue hemorrhagic fever and shock syndrome, resulting in ~25,000 deaths annually, mainly in children. Gaps in our understanding of the mechanisms that contribute to dengue infection and immunopathogenesis have hampered the development of vaccines and antiviral agents. Some of these limitations are highlighted by the explosive re-emergence of another arthropod-borne flavivirus-Zika virus-spread by the same vector, the Aedes aegypti mosquito, that also carries dengue, yellow fever and chikungunya viruses. This review will discuss the early virus-host interactions in dengue infection, with emphasis on the interrelationship between oxidative stress and innate immune pathways, and will provide insight as to how lessons learned from dengue research may expedite therapeutic strategies for Zika virus."""
28207988,The role of the unfolded proteinresponseindenguevirus pathogenesis.,https://pubmed.ncbi.nlm.nih.gov/28207988/,"Perera N, Miller JL, Zitzmann N.",8/03/2017,2017,Cell Microbiol,"""Symptomatic dengue virus (DENV) infections range from mild fever to severe haemorrhagic disease and death. Host-viral interactions play a significant role in deciding the fate of the infection. The unfolded protein response (UPR) is a prosurvival cellular reaction induced in response to DENV-mediated endoplasmic reticulum stress. The UPR has complex interactions with the cellular autophagy machinery, apoptosis, and innate immunity. DENV has evolved to manipulate the UPR to facilitate its replication and to evade host immunity. Our knowledge of this intertwined network of events is continuously developing. A better understanding of the UPR mediated antiviral and proviral effects will shed light on dengue disease pathogenesis and may help development of anti-DENV therapeutics. This review summarizes the role of the UPR in viral replication, autophagy, and DENV-induced inflammation to describe how a host response contributes to DENV pathogenesis."""
31711408,Denguehaemorrhagic fever: a job done via exosomes?,https://pubmed.ncbi.nlm.nih.gov/31711408/,"Mishra R, Lata S, Ali A, Banerjea AC.",,2019,Emerg Microbes Infect,"""Dengue fever is one of those unique diseases where host immune responses largely determine the pathogenesis and its severity. Earlier studies have established the fact that dengue virus (DENV) infection causes haemorrhagic fever and shock syndrome, but it is not directly responsible for exhibiting these clinical symptoms. It is noteworthy that clinically, vascular leakage syndrome does not develop for several days after infection despite a robust innate immune response that elicits the production of proinflammatory and proangiogenic cytokines. The onset of hyperpermeability in severe cases of dengue disease takes place around the time of defervescence and after clearance of viraemia. Extracellular vesicles are known to carry biological information (mRNA, miRNA, transcription factors) from their cells of origin and have emerged as a significant vehicle for horizontal transfer of stress signals. In dengue virus infection, the relevance of exosomes can be instrumental since the majority of the immune responses in severe dengue involve heavy secretion and circulation of pro-inflammatory cytokines and chemokines. Here, we present an updated review which will address the unique and puzzling features of hyperpermeability associated with DENV infection with a special focus on the role of secreted extracellular vesicles."""
26639777,Denguevaccine: hypotheses to understand CYD-TDV-induced protection.,https://pubmed.ncbi.nlm.nih.gov/26639777/,"Guy B, Jackson N.",7/12/2016,2016,Nat Rev Microbiol,"""Dengue virus (DENV) is a human pathogen with a large impact on public health. Although no vaccine against DENV is currently licensed, a recombinant vaccine - chimeric yellow fever virus-DENV tetravalent dengue vaccine (CYD-TDV) - has shown efficacy against symptomatic dengue disease in two recent Phase III clinical trials. Safety observations were also recently reported for these trials. In this Opinion article, we review the data from recent vaccine clinical trials and discuss the putative mechanisms behind the observed efficacy of the vaccine against different forms of the disease, focusing on the interactions between the infecting virus, pre-existing host immunity and vaccine-induced immune responses."""
6223130,Effect of experimentaldenguevirusinfectiononimmuneresponseof thehost. I. Nature of changes in T suppressor cell activity regulating the B and T cell responses to heterologous antigens.,https://pubmed.ncbi.nlm.nih.gov/6223130/,"Nagarkatti PS, Nagarkatti M.",,1983,J Gen Virol,"""Dengue virus-infected mice showed a depressed antibody response to polyvinylpyrrolidone (PVP) when compared to controls. In both control and dengue virus-infected animals which were treated with anti-thymocyte serum (ATS) and primed with PVP, there was a heightened antibody response to PVP, suggesting that the anti-PVP response was controlled by T suppressor cells. The increase in the anti-PVP response in dengue virus-infected, ATS-treated animals was found to be similar to that seen in ATS-treated controls. T cells from infected animals could transfer suppression of anti-PVP response to normal mice, whereas the T cells from control animals could not induce significant suppression. The T cells from dengue virus-infected animals which had received 2,4-dinitrofluorobenzene (DNFB) tolerogen could induce in normal mice a significantly higher percentage of tolerance to contact sensitivity to DNFB when compared to the control T cells. The adherent and B cells from both infected and control animals failed to induce significant tolerance. These findings suggested that during dengue virus infection, there is enhanced T suppressor cell activity regulating the B cell response to PVP and T cell response to DNFB."""
29660363,"Comparison analysis of microRNAs inresponsetodenguevirus type 2infectionbetween the Vero cell-adapted strain and its source, the clinical C6/36 isolated strain.",https://pubmed.ncbi.nlm.nih.gov/29660363/,"Yang J, Lin Y, Jiang L, Xi J, Wang X, Guan J, Chen J, Pan Y, Luo J, Ye C, Sun Q.",2/05/2018,2018,Virus Res,"""To elucidate the differences in microRNAs during dengue virus infection between Vero cell-adapted strain (DENV-2-Vero) and its source, the clinical C6/36 isolated strain (DENV-2-C6/36), a comparison analysis was performed in Vero cells by high throughput sequencing. The results showed that the expression of 16 known and 3 novel miRNAs exhibited marked differences. 5 known miRNAs were up-regulated in DENV-2-C6/36 group, while 11 known microRNAs were down-regulated in DENV-2-Vero group. The GO enrichment and KEGG pathway analysis showed that there was a distinct difference in regulating viral replication between two strains. In DENV-2-Vero infection group, significantly enriched GO terms included virion attachment to host cells, viral structural protein/genome processing and packaging. Meanwhile, the regulation of cell death and apoptosis between two groups were different in the early stage of infection. KEGG enrichment analysis showed that DENV-2-C6/36 infection induced more intense regulation of immune-related pathways, including Fc gamma R-mediated phagocytosis, etc. DENV-2-Vero infection could partially alleviate the immune defense of Vero cells compared with DENV-2-C6/36. The results indicated that the distinct microRNA changes induced by two DENV-2 strains may be partly related to their infective abilities. Our data provide useful insights that help elucidate the host-pathogen interactions following DENV infection."""
26865707,Inhibition of InnateImmuneResponses Is Key to Pathogenesis by Arenaviruses.,https://pubmed.ncbi.nlm.nih.gov/26865707/,"Meyer B, Ly H.",28/03/2016,2016,J Virol,"""Mammalian arenaviruses are zoonotic viruses that cause asymptomatic, persistent infections in their rodent hosts but can lead to severe and lethal hemorrhagic fever with bleeding and multiorgan failure in human patients. Lassa virus (LASV), for example, is endemic in several West African countries, where it is responsible for an estimated 500,000 infections and 5,000 deaths annually. There are currently no FDA-licensed therapeutics or vaccines available to combat arenavirus infection. A hallmark of arenavirus infection (e.g., LASV) is general immunosuppression that contributes to high viremia. Here, we discuss the early host immune responses to arenavirus infection and the recently discovered molecular mechanisms that enable pathogenic viruses to suppress host immune recognition and to contribute to the high degree of virulence. We also directly compare the innate immune evasion mechanisms between arenaviruses and other hemorrhagic fever-causing viruses, such as Ebola, Marburg, Dengue, and hantaviruses. A better understanding of the immunosuppression and immune evasion strategies of these deadly viruses may guide the development of novel preventative and therapeutic options."""
35219611,Mathematical models fordenguefever epidemiology: A 10-year systematic review.,https://pubmed.ncbi.nlm.nih.gov/35219611/,"Aguiar M, Anam V, Blyuss KB, Estadilla CDS, Guerrero BV, Knopoff D, Kooi BW, Srivastav AK, Steindorf V, Stollenwerk N.",15/02/2022,2022,Phys Life Rev,"""Mathematical models have a long history in epidemiological research, and as the COVID-19 pandemic progressed, research on mathematical modeling became imperative and very influential to understand the epidemiological dynamics of disease spreading. Mathematical models describing dengue fever epidemiological dynamics are found back from 1970. Dengue fever is a viral mosquito-borne infection caused by four antigenically related but distinct serotypes (DENV-1 to DENV-4). With 2.5 billion people at risk of acquiring the infection, it is a major international public health concern. Although most of the cases are asymptomatic or mild, the disease immunological response is complex, with severe disease linked to the antibody-dependent enhancement (ADE) - a disease augmentation phenomenon where pre-existing antibodies to previous dengue infection do not neutralize but rather enhance the new infection. Here, we present a 10-year systematic review on mathematical models for dengue fever epidemiology. Specifically, we review multi-strain frameworks describing host-to-host and vector-host transmission models and within-host models describing viral replication and the respective immune response. Following a detailed literature search in standard scientific databases, different mathematical models in terms of their scope, analytical approach and structural form, including model validation and parameter estimation using empirical data, are described and analyzed. Aiming to identify a consensus on infectious diseases modeling aspects that can contribute to public health authorities for disease control, we revise the current understanding of epidemiological and immunological factors influencing the transmission dynamics of dengue. This review provide insights on general features to be considered to model aspects of real-world public health problems, such as the current epidemiological scenario we are living in."""
34484195,Stochastic Model of the AdaptiveImmuneResponsePredicts Disease Severity and Captures Enhanced Cross-Reactivity in NaturalDengueInfections.,https://pubmed.ncbi.nlm.nih.gov/34484195/,"Nguyen HD, Chaudhury S, Waickman AT, Friberg H, Currier JR, Wallqvist A.",17/08/2021,2021,Front Immunol,"""The dengue virus circulates as four distinct serotypes, where a single serotype infection is typically asymptomatic and leads to acquired immunity against that serotype. However, the developed immunity to one serotype is thought to underlie the severe manifestation of the disease observed in subsequent infections from a different serotype. We developed a stochastic model of the adaptive immune response to dengue infections. We first delineated the mechanisms initiating and sustaining adaptive immune responses during primary infections. We then contrasted these immune responses during secondary infections of either a homotypic or heterotypic serotype to understand the role of pre-existing and reactivated immune pathways on disease severity. Comparison of non-symptomatic and severe cases from heterotypic infections demonstrated that overproduction of specific antibodies during primary infection induces an enhanced population of cross-reactive antibodies during secondary infection, ultimately leading to severe disease manifestations. In addition, the level of disease severity was found to correlate with immune response kinetics, which was dependent on beginning lymphocyte levels. Our results detail the contribution of specific lymphocytes and antibodies to immunity and memory recall that lead to either protective or pathological outcomes, allowing for the understanding and determination of mechanisms of protective immunity."""
26827888,Mosquito gut antiparasitic and antiviralimmunity.,https://pubmed.ncbi.nlm.nih.gov/26827888/,"Saraiva RG, Kang S, Simões ML, Angleró-Rodríguez YI, Dimopoulos G.",29/01/2016,2016,Dev Comp Immunol,"""Mosquitoes are responsible for the transmission of diseases with a serious impact on global human health, such as malaria and dengue. All mosquito-transmitted pathogens complete part of their life cycle in the insect gut, where they are exposed to mosquito-encoded barriers and active factors that can limit their development. Here we present the current understanding of mosquito gut immunity against malaria parasites, filarial worms, and viruses such as dengue, Chikungunya, and West Nile. The most recently proposed immune mediators involved in intestinal defenses are discussed, as well as the synergies identified between the recognition of gut microbiota and the mounting of the immune response."""
24727912,Lack of clinical manifestations in asymptomaticdengueinfectionis attributed to broad down-regulation and selective up-regulation ofhostdefenceresponsegenes.,https://pubmed.ncbi.nlm.nih.gov/24727912/,"Yeo AS, Azhar NA, Yeow W, Talbot CC Jr, Khan MA, Shankar EM, Rathakrishnan A, Azizan A, Wang SM, Lee SK, Fong MY, Manikam R, Devi Sekaran S.",11/04/2014,2014,PLoS One,"""Objectives:Dengue represents one of the most serious life-threatening vector-borne infectious diseases that afflicts approximately 50 million people across the globe annually. Whilst symptomatic infections are frequently reported, asymptomatic dengue remains largely unnoticed. Therefore, we sought to investigate the immune correlates conferring protection to individuals that remain clinically asymptomatic.Methods:We determined the levels of neutralizing antibodies (nAbs) and gene expression profiles of host immune factors in individuals with asymptomatic infections, and whose cognate household members showed symptoms consistent to clinical dengue infection.Results:We observed broad down-regulation of host defense response (innate, adaptive and matrix metalloprotease) genes in asymptomatic individuals as against symptomatic patients, with selective up-regulation of distinct genes that have been associated with protection. Selected down-regulated genes include: TNF α (TNF), IL8, C1S, factor B (CFB), IL2, IL3, IL4, IL5, IL8, IL9, IL10 and IL13, CD80, CD28, and IL18, MMP8, MMP10, MMP12, MMP15, MMP16, and MMP24. Selected up-regulated genes include: RANTES (CCL5), MIP-1α (CCL3L1/CCL3L3), MIP-1β (CCL4L1), TGFβ (TGFB), and TIMP1.Conclusion:Our findings highlight the potential association of certain host genes conferring protection against clinical dengue. These data are valuable to better explore the mysteries behind the hitherto poorly understood immunopathogenesis of subclinical dengue infection."""
30450339,The Role ofHostCholesterol During FlavivirusInfection.,https://pubmed.ncbi.nlm.nih.gov/30450339/,"Osuna-Ramos JF, Reyes-Ruiz JM, Del Ángel RM.",2/11/2018,2018,Front Cell Infect Microbiol,"""In recent years the emergence and resurgence of arboviruses have generated a global health alert. Among arboviruses, Dengue (DENV), Zika (ZIKV), Yellow Fever (YFV), and West Nile (WNV) virus, belong to the genusFlavivirus, cause high viremia and occasionally fatal clinical disease in humans. Given the genetic austerity of the virus, they depend on cellular factors and organelles to complete its replication. One of the cellular components required for flavivirus infection is cholesterol. Cholesterol is an abundant lipid in biomembranes of eukaryotes cells and is necessary to maintain the cellular homeostasis. Recently, it has been reported, that cholesterol is fundamental during flavivirus infection in both mammal and insect vector models. During infection with DENV, ZIKV, YFV, and WNV the modulation of levels of host-cholesterol facilitates viral entry, replicative complexes formation, assembly, egress, and control of the interferon type I response. This modulation involves changes in cholesterol uptake with the concomitant regulation of cholesterol receptors as well as changes in cholesterol synthesis related to important modifications in cellular metabolism pathways. In view of the flavivirus dependence of cholesterol and the lack of an effective anti-flaviviral treatment, this cellular lipid has been proposed as a therapeutic target to treat infection using FDA-approved cholesterol-lowering drugs. This review aims to address the dependence of cholesterol by flaviviruses as well as the basis for anti flaviviral therapy using drugs which target is cholesterol synthesis or uptake."""
