PMID,Date of Publication,Title,Abstract,MeSH,sentences_list
19478848,2009 May 26,"Spatio-temporal tracking and phylodynamics of an urban dengue 3 outbreak in São Paulo, Brazil.","The dengue virus has a single-stranded positive-sense RNA genome of approximately 10.700 nucleotides with a single open reading frame that encodes three structural (C, prM, and E) and seven nonstructural (NS1, NS2A, NS2B, NS3, NS4A, NS4B, and NS5) proteins. It possesses four antigenically distinct serotypes (DENV 1-4). Many phylogenetic studies address particularities of the different serotypes using convenience samples that are not conducive to a spatio-temporal analysis in a single urban setting. We describe the pattern of spread of distinct lineages of DENV-3 circulating in São José do Rio Preto, Brazil, during 2006. Blood samples from patients presenting dengue-like symptoms were collected for DENV testing. We performed M-N-PCR using primers based on NS5 for virus detection and identification. The fragments were purified from PCR mixtures and sequenced. The positive dengue cases were geo-coded. To type the sequenced samples, 52 reference sequences were aligned. The dataset generated was used for iterative phylogenetic reconstruction with the maximum likelihood criterion. The best demographic model, the rate of growth, rate of evolutionary change, and Time to Most Recent Common Ancestor (TMRCA) were estimated. The basic reproductive rate during the epidemics was estimated. We obtained sequences from 82 patients among 174 blood samples. We were able to geo-code 46 sequences. The alignment generated a 399-nucleotide-long dataset with 134 taxa. The phylogenetic analysis indicated that all samples were of DENV-3 and related to strains circulating on the isle of Martinique in 2000-2001. Sixty DENV-3 from São José do Rio Preto formed a monophyletic group (lineage 1), closely related to the remaining 22 isolates (lineage 2). We assumed that these lineages appeared before 2006 in different occasions. By transforming the inferred exponential growth rates into the basic reproductive rate, we obtained values for lineage 1 of R(0) = 1.53 and values for lineage 2 of R(0) = 1.13. Under the exponential model, TMRCA of lineage 1 dated 1 year and lineage 2 dated 3.4 years before the last sampling. The possibility of inferring the spatio-temporal dynamics from genetic data has been generally little explored, and it may shed light on DENV circulation. The use of both geographic and temporally structured phylogenetic data provided a detailed view on the spread of at least two dengue viral strains in a populated urban area.","['Brazil/epidemiology', 'Dengue/epidemiology/*virology', 'Dengue Virus/*classification/*genetics/pathogenicity', 'Humans', 'Models, Theoretical', 'Phylogeny', 'Polymerase Chain Reaction', 'RNA, Viral/genetics']","['The dengue virus has a single-stranded positive-sense RNA genome of approximately 10.700 nucleotides with a single open reading frame that encodes three structural (C, prM, and E) and seven nonstructural (NS1, NS2A, NS2B, NS3, NS4A, NS4B, and NS5) proteins.', 'It possesses four antigenically distinct serotypes (DENV 1-4).', 'Many phylogenetic studies address particularities of the different serotypes using convenience samples that are not conducive to a spatio-temporal analysis in a single urban setting.', 'We describe the pattern of spread of distinct lineages of DENV-3 circulating in São José do Rio Preto, Brazil, during 2006.', 'Blood samples from patients presenting dengue-like symptoms were collected for DENV testing.', 'We performed M-N-PCR using primers based on NS5 for virus detection and identification.', 'The fragments were purified from PCR mixtures and sequenced.', 'The positive dengue cases were geo-coded.', 'To type the sequenced samples, 52 reference sequences were aligned.', 'The dataset generated was used for iterative phylogenetic reconstruction with the maximum likelihood criterion.', 'The best demographic model, the rate of growth, rate of evolutionary change, and Time to Most Recent Common Ancestor (TMRCA) were estimated.', 'The basic reproductive rate during the epidemics was estimated.', 'We obtained sequences from 82 patients among 174 blood samples.', 'We were able to geo-code 46 sequences.', 'The alignment generated a 399-nucleotide-long dataset with 134 taxa.', 'The phylogenetic analysis indicated that all samples were of DENV-3 and related to strains circulating on the isle of Martinique in 2000-2001.', 'Sixty DENV-3 from São José do Rio Preto formed a monophyletic group (lineage 1), closely related to the remaining 22 isolates (lineage 2).', 'We assumed that these lineages appeared before 2006 in different occasions.', 'By transforming the inferred exponential growth rates into the basic reproductive rate, we obtained values for lineage 1 of R(0) = 1.53 and values for lineage 2 of R(0) = 1.13.', 'Under the exponential model, TMRCA of lineage 1 dated 1 year and lineage 2 dated 3.4 years before the last sampling.', 'The possibility of inferring the spatio-temporal dynamics from genetic data has been generally little explored, and it may shed light on DENV circulation.', 'The use of both geographic and temporally structured phylogenetic data provided a detailed view on the spread of at least two dengue viral strains in a populated urban area.']"
30759080,2019 Feb,"Potential for sylvatic and urban Aedes mosquitoes from Senegal to transmit the new emerging dengue serotypes 1, 3 and 4 in West Africa.","Dengue fever (DEN) is the most common arboviral disease in the world and dengue virus (DENV) causes 390 million annual infections around the world, of which 240 million are inapparent and 96 million are symptomatic. During the past decade a changing epidemiological pattern has been observed in Africa, with DEN outbreaks reported in all regions. In Senegal, all DENV serotypes have been reported. These important changes in the epidemiological profile of DEN are occurring in a context where there is no qualified vaccine against DEN. Further there is significant gap of knowledge on the vector bionomics and transmission dynamics in the African region to effectively prevent and control epidemics. Except for DENV-2, few studies have been performed with serotypes 1, 3, and 4, so this study was undertaken to fill out this gap. We assessed the vector competence of Aedes (Diceromyia) furcifer, Ae. (Diceromyia) taylori, Ae. (Stegomyia) luteocephalus, sylvatic and urban Ae. (Stegomyia) aegypti populations from Senegal for DENV-1, DENV-3 and DENV-4 using experimental oral infection. Whole bodies and wings/legs were tested for DENV presence by cell culture assays and saliva samples were tested by real time RT-PCR to estimate infection, disseminated infection and transmission rates. Our results revealed a low capacity of sylvatic and urban Aedes mosquitoes from Senegal to transmit DENV-1, DENV-3 and DENV-4 and an impact of infection on their mortality. The highest potential transmission rate was 20% despite the high susceptibility and disseminated infection rates up to 93.7% for the 3 Ae. aegypti populations tested, and 84.6% for the sylvatic vectors Ae. furcifer, Ae. taylori and Ae. luteocephalus. Department of Microbiology and Immunology, University of Texas Medical Branch, Galveston, Texas. Department of Microbiology and Immunology, University of Texas Medical Branch, Galveston, Texas. Diseases, University of Texas Medical Branch, Galveston, Texas, United States of America. Diseases, University of Texas Medical Branch, Galveston, Texas, United States of America. Senegal. Department of Microbiology and Immunology, University of Texas Medical Branch, Galveston, Texas.","['Aedes/*virology', '*Animal Distribution', 'Animals', 'Dengue Virus/*classification/genetics', 'Senegal', '*Serogroup', 'Virus Cultivation']","['Dengue fever (DEN) is the most common arboviral disease in the world and dengue virus (DENV) causes 390 million annual infections around the world, of which 240 million are inapparent and 96 million are symptomatic.', 'During the past decade a changing epidemiological pattern has been observed in Africa, with DEN outbreaks reported in all regions.', 'In Senegal, all DENV serotypes have been reported.', 'These important changes in the epidemiological profile of DEN are occurring in a context where there is no qualified vaccine against DEN.', 'Further there is significant gap of knowledge on the vector bionomics and transmission dynamics in the African region to effectively prevent and control epidemics.', 'Except for DENV-2, few studies have been performed with serotypes 1, 3, and 4, so this study was undertaken to fill out this gap.', 'We assessed the vector competence of Aedes (Diceromyia) furcifer, Ae. (Diceromyia) taylori, Ae. (Stegomyia) luteocephalus, sylvatic and urban Ae. (Stegomyia) aegypti populations from Senegal for DENV-1, DENV-3 and DENV-4 using experimental oral infection.', 'Whole bodies and wings/legs were tested for DENV presence by cell culture assays and saliva samples were tested by real time RT-PCR to estimate infection, disseminated infection and transmission rates.', 'Our results revealed a low capacity of sylvatic and urban Aedes mosquitoes from Senegal to transmit DENV-1, DENV-3 and DENV-4 and an impact of infection on their mortality.', 'The highest potential transmission rate was 20% despite the high susceptibility and disseminated infection rates up to 93.7% for the 3 Ae. aegypti populations tested, and 84.6% for the sylvatic vectors Ae. furcifer, Ae. taylori and Ae. luteocephalus.', 'Department of Microbiology and Immunology, University of Texas Medical Branch, Galveston, Texas.', 'Department of Microbiology and Immunology, University of Texas Medical Branch, Galveston, Texas.', 'Diseases, University of Texas Medical Branch, Galveston, Texas, United States of America.', 'Diseases, University of Texas Medical Branch, Galveston, Texas, United States of America.', 'Senegal.', 'Department of Microbiology and Immunology, University of Texas Medical Branch, Galveston, Texas.']"
25222471,2014,Distribution of fitness in populations of dengue viruses.,"Genetically diverse RNA viruses like dengue viruses (DENVs) segregate into multiple, genetically distinct, lineages that temporally arise and disappear on a regular basis. Lineage turnover may occur through multiple processes such as, stochastic or due to variations in fitness. To determine the variation of fitness, we measured the distribution of fitness within DENV populations and correlated it with lineage extinction and replacement. The fitness of most members within a population proved lower than the aggregate fitness of populations from which they were drawn, but lineage replacement events were not associated with changes in the distribution of fitness. These data provide insights into variations in fitness of DENV populations, extending our understanding of the complexity between members of individual populations. Technology, Brisbane, Queensland, Australia. Technology, Brisbane, Queensland, Australia; School of Chemistry, Physics, and Mechanical Engineering, Science and Engineering Faculty, Queensland University of Technology, Brisbane, Queensland, Australia. Technology, Brisbane, Queensland, Australia.","['Dengue Virus/classification/*genetics', 'Evolution, Molecular', 'Genetic Variation/genetics', 'Phylogeny', 'RNA, Viral/genetics']","['Genetically diverse RNA viruses like dengue viruses (DENVs) segregate into multiple, genetically distinct, lineages that temporally arise and disappear on a regular basis.', 'Lineage turnover may occur through multiple processes such as, stochastic or due to variations in fitness.', 'To determine the variation of fitness, we measured the distribution of fitness within DENV populations and correlated it with lineage extinction and replacement.', 'The fitness of most members within a population proved lower than the aggregate fitness of populations from which they were drawn, but lineage replacement events were not associated with changes in the distribution of fitness.', 'These data provide insights into variations in fitness of DENV populations, extending our understanding of the complexity between members of individual populations.', 'Technology, Brisbane, Queensland, Australia.', 'Technology, Brisbane, Queensland, Australia; School of Chemistry, Physics, and Mechanical Engineering, Science and Engineering Faculty, Queensland University of Technology, Brisbane, Queensland, Australia.', 'Technology, Brisbane, Queensland, Australia.']"
5543428,1971 Jan,Immunological and biophysical separation of dengue-2 antigens.,"Antigenic compositions of slowly sedimenting dengue-2 hemagglutinin (SHA) and soluble complement-fixing antigen (SCF) were compared with the virion (rapidly sedimenting hemagglutinin, RHA) by radioimmune precipitation (RIP), RIP inhibition, kinetic neutralization, and neutralization blocking tests with the use of hyperimmune mouse ascitic fluids. RHA and SHA were unable to inhibit completely the RIP of each other by anti-RHA, and neutralization by anti-RHA was not blocked by SHA. This indicated that SHA is serologically related, but not identical, to RHA. SHA differed from RHA in that SHA lacked the ""core"" polypeptide but contained the two envelope polypeptides. In addition, SHA contained a polypeptide with a molecular weight of 16,500 daltons and a suggestion of several other proteins. These data, when considered with other evidence, suggest that SHA is a special form of ""incomplete virus."" SCF was unable to inhibit the RIP of SHA or RHA or to block neutralizing antibodies. Further, anti-SCF did not neutralize RHA or precipitate significant levels of SHA or RHA. Polyacrylamide gel electrophoresis separated SCF from structural polypeptides by molecular size. This evidence suggests that SCF is a nonstructural antigen.","['Acrylates', 'Amino Acids', 'Antigens/*analysis/isolation & purification', 'Ascitic Fluid/immunology', 'Brain/immunology', 'Carbon Isotopes', 'Cell Line', 'Centrifugation, Density Gradient', 'Complement Fixation Tests', 'Dengue Virus/analysis/growth & development/*immunology']","['Antigenic compositions of slowly sedimenting dengue-2 hemagglutinin (SHA) and soluble complement-fixing antigen (SCF) were compared with the virion (rapidly sedimenting hemagglutinin, RHA) by radioimmune precipitation (RIP), RIP inhibition, kinetic neutralization, and neutralization blocking tests with the use of hyperimmune mouse ascitic fluids.', 'RHA and SHA were unable to inhibit completely the RIP of each other by anti-RHA, and neutralization by anti-RHA was not blocked by SHA.', 'This indicated that SHA is serologically related, but not identical, to RHA.', 'SHA differed from RHA in that SHA lacked the ""core"" polypeptide but contained the two envelope polypeptides.', 'In addition, SHA contained a polypeptide with a molecular weight of 16,500 daltons and a suggestion of several other proteins.', 'These data, when considered with other evidence, suggest that SHA is a special form of ""incomplete virus.""', 'SCF was unable to inhibit the RIP of SHA or RHA or to block neutralizing antibodies.', 'Further, anti-SCF did not neutralize RHA or precipitate significant levels of SHA or RHA.', 'Polyacrylamide gel electrophoresis separated SCF from structural polypeptides by molecular size.', 'This evidence suggests that SCF is a nonstructural antigen.']"
10708439,2000 Apr,Evolutionary relationships of endemic/epidemic and sylvatic dengue viruses.,"Endemic/epidemic dengue viruses (DEN) that are transmitted among humans by the mosquito vectors Aedes aegypti and Aedes albopictus are hypothesized to have evolved from sylvatic DEN strains that are transmitted among nonhuman primates in West Africa and Malaysia by other Aedes mosquitoes. We tested this hypothesis with phylogenetic studies using envelope protein gene sequences of both endemic/epidemic and sylvatic strains. The basal position of sylvatic lineages of DEN-1, -2, and -4 suggested that the endemic/epidemic lineages of these three DEN serotypes evolved independently from sylvatic progenitors. Time estimates for evolution of the endemic/epidemic forms ranged from 100 to 1,500 years ago, and the evolution of endemic/epidemic forms represents relatively recent events in the history of DEN evolution. Analysis of envelope protein amino acid changes predicted to have accompanied endemic/epidemic emergence suggested a role for domain III in adaptation to new mosquito and/or human hosts. Medical Branch, Galveston, Texas 77555-0609, USA.","['Base Sequence', '*Biological Evolution', 'DNA Primers', 'Dengue Virus/classification/*genetics', 'Insect Vectors', 'Models, Molecular', 'Phylogeny', 'Viral Proteins/chemistry/genetics']","['Endemic/epidemic dengue viruses (DEN) that are transmitted among humans by the mosquito vectors Aedes aegypti and Aedes albopictus are hypothesized to have evolved from sylvatic DEN strains that are transmitted among nonhuman primates in West Africa and Malaysia by other Aedes mosquitoes.', 'We tested this hypothesis with phylogenetic studies using envelope protein gene sequences of both endemic/epidemic and sylvatic strains.', 'The basal position of sylvatic lineages of DEN-1, -2, and -4 suggested that the endemic/epidemic lineages of these three DEN serotypes evolved independently from sylvatic progenitors.', 'Time estimates for evolution of the endemic/epidemic forms ranged from 100 to 1,500 years ago, and the evolution of endemic/epidemic forms represents relatively recent events in the history of DEN evolution.', 'Analysis of envelope protein amino acid changes predicted to have accompanied endemic/epidemic emergence suggested a role for domain III in adaptation to new mosquito and/or human hosts.', 'Medical Branch, Galveston, Texas 77555-0609, USA.']"
17083743,2006 Nov 5,"The changing epidemiology of dengue in Delhi, India.","BACKGROUND: A major DHF outbreak occurred in Delhi in 1996. Following this another outbreak was reported in the year 2003. In the years 2004 and 2005, though no outbreak was reported, a definitely higher number of samples were received in the virology laboratory of A.I.I.M.S. from suspected cases of dengue infection. This study was designed to compare the serological and virological profiles of confirmed dengue cases in the years 2003, 2004 and 2005. RESULTS: Out of 1820 serum samples received from suspected cases in all three years, 811 (44.56%) were confirmed as dengue infection serologically. Out of these confirmed dengue cases maximum cases, in all three years, were seen in the age group 21-30 years. There was an increase in the number of samples received in the post monsoon period (September to November) with a peak in the second and third week of October. More samples were received from DHF cases in the year 2005 than 2004 and 2003. All four dengue serotypes were seen co-circulating in the year 2003, followed by complete predominance of dengue serotype 3 in 2005. CONCLUSION: Epidemiology of dengue is changing rapidly in Delhi. Dengue infections are seen every year thus making it an endemic disease. After co-circulation of all serotypes in 2003, now dengue serotype 3 is emerging as the predominant serotype. Delhi-110029, India. ektagaurisha@gmail.com","['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Dengue/*epidemiology/*virology', 'Dengue Virus/classification/genetics/isolation & purification', 'Disease Outbreaks', 'Female', 'Humans', 'Immunoglobulin M/blood', 'India/epidemiology', 'Infant', 'Infant, Newborn', 'Male', 'Time Factors']","['BACKGROUND: A major DHF outbreak occurred in Delhi in 1996.', 'Following this another outbreak was reported in the year 2003.', 'In the years 2004 and 2005, though no outbreak was reported, a definitely higher number of samples were received in the virology laboratory of A.I.I.M.S. from suspected cases of dengue infection.', 'This study was designed to compare the serological and virological profiles of confirmed dengue cases in the years 2003, 2004 and 2005.', 'RESULTS: Out of 1820 serum samples received from suspected cases in all three years, 811 (44.56%) were confirmed as dengue infection serologically.', 'Out of these confirmed dengue cases maximum cases, in all three years, were seen in the age group 21-30 years.', 'There was an increase in the number of samples received in the post monsoon period (September to November) with a peak in the second and third week of October.', 'More samples were received from DHF cases in the year 2005 than 2004 and 2003.', 'All four dengue serotypes were seen co-circulating in the year 2003, followed by complete predominance of dengue serotype 3 in 2005.', 'CONCLUSION: Epidemiology of dengue is changing rapidly in Delhi.', 'Dengue infections are seen every year thus making it an endemic disease.', 'After co-circulation of all serotypes in 2003, now dengue serotype 3 is emerging as the predominant serotype.', 'Delhi-110029, India.', 'ektagaurisha@gmail.com']"
16403026,2006 Jan,Human-blind probes and primers for dengue virus identification.,"Reliable detection and identification of pathogens in complex biological samples, in the presence of contaminating DNA from a variety of sources, is an important and challenging diagnostic problem for the development of field tests. The problem is compounded by the difficulty of finding a single, unique genomic sequence that is present simultaneously in all genomes of a species of closely related pathogens and absent in the genomes of the host or the organisms that contribute to the sample background. Here we describe 'host-blind probe design'- a novel strategy of designing probes based on highly frequent genomic signatures found in the pathogen genomes of interest but absent from the host genome. Upon hybridization, an array of such informative probes will produce a unique pattern that is a genetic fingerprint for each pathogen strain. This multiprobe approach was applied to 83 dengue virus genome sequences, available in public databases, to design and perform in silico microarray experiments. The resulting patterns allow one to unequivocally distinguish the four major serotypes, and within each serotype to identify the most similar strain among those that have been completely sequenced. In an environment where dengue is indigenous, this would allow investigators to determine if a particular isolate belongs to an ongoing outbreak or is a previously circulating version. Using our probe set, the probability that misdiagnosis at the serotype level would occur is approximately 1 : 10(150). putonti@bioinfo.uh.edu","['*DNA Primers', '*DNA Probes', 'Dengue Virus/classification/*genetics', '*Genome, Viral', 'Humans', 'Polymerase Chain Reaction']","['Reliable detection and identification of pathogens in complex biological samples, in the presence of contaminating DNA from a variety of sources, is an important and challenging diagnostic problem for the development of field tests.', 'The problem is compounded by the difficulty of finding a single, unique genomic sequence that is present simultaneously in all genomes of a species of closely related pathogens and absent in the genomes of the host or the organisms that contribute to the sample background.', ""Here we describe 'host-blind probe design'- a novel strategy of designing probes based on highly frequent genomic signatures found in the pathogen genomes of interest but absent from the host genome."", 'Upon hybridization, an array of such informative probes will produce a unique pattern that is a genetic fingerprint for each pathogen strain.', 'This multiprobe approach was applied to 83 dengue virus genome sequences, available in public databases, to design and perform in silico microarray experiments.', 'The resulting patterns allow one to unequivocally distinguish the four major serotypes, and within each serotype to identify the most similar strain among those that have been completely sequenced.', 'In an environment where dengue is indigenous, this would allow investigators to determine if a particular isolate belongs to an ongoing outbreak or is a previously circulating version.', 'Using our probe set, the probability that misdiagnosis at the serotype level would occur is approximately 1 : 10(150).', 'putonti@bioinfo.uh.edu']"
29868504,2018,"Complete Genome Characterization of the 2017 Dengue Outbreak in Xishuangbanna, a Border City of China, Burma and Laos.","A dengue outbreak abruptly occurred at the border of China, Myanmar, and Laos in June 2017. By November 3rd 2017, 1184 infected individuals were confirmed as NS1-positivein Xishuangbanna, a city located at the border. To verify the causative agent, complete genome information was obtained through PCR and sequencing based on the viral RNAs extracted from patient samples. Phylogenetic trees were constructed by the maximum likelihood method (MEGA 6.0). Nucleotide and amino acid substitutions were analyzed by BioEdit, followed by RNA secondary structure prediction of untranslated regions (UTRs) and protein secondary structure prediction in coding sequences (CDSs). Strains YN2, YN17741, and YN176272 were isolated from local residents. Stains MY21 and MY22 were isolated from Burmese travelers. The complete genome sequences of the five isolates were 10,735 nucleotides in length. Phylogenetic analysis classified all five isolates as genotype I of DENV-1, while isolates of local residents and Burmese travelers belonged to different branches. The three locally isolates were most similar to the Dongguan strain in 2011, and the other two isolates from Burmese travelers were most similar to the Laos strain in 2008. Twenty-four amino acid substitutions were important in eight evolutionary tree branches. Comparison with DENV-1SS revealed 658 base substitutions in the local isolates, except for two mutations exclusive to YN17741, resulting in 87 synonymous mutations. Compared with the local isolates, 52 amino acid mutations occurred in the CDS of two isolates from Burmese travelers. Comparing MY21 with MY22, 17 amino acid mutations were observed, all these mutations occurred in the CDS of non-structured proteins (two in NS1, 10 in NS2, two in NS3, three in NS5). Secondary structure prediction revealed 46 changes in the potential nucleotide and protein binding sites of the CDSs in local isolates. RNA secondary structure prediction also showed base changes in the 3'UTR of local isolates, leading to two significant changes in the RNA secondary structure. To our knowledge, this study is the first complete genome analysis of isolates from the 2017 dengue outbreak that occurred at the border areas of China, Burma, and Laos. Medical Sciences, Kunming, China. Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Kunming Medical University, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Kunming Medical University, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China.","['Amino Acid Substitution', 'China/epidemiology', 'Dengue/epidemiology/*virology', 'Dengue Virus/*classification/*genetics/isolation & purification', 'Disease Outbreaks', '*Genome, Viral', 'Genotype', 'Humans', 'Laos/epidemiology', 'Mutation', '*Phylogeny', 'RNA, Viral/chemistry', 'Sequence Analysis, DNA', 'Whole Genome Sequencing']","['A dengue outbreak abruptly occurred at the border of China, Myanmar, and Laos in June 2017.', 'By November 3rd 2017, 1184 infected individuals were confirmed as NS1-positivein Xishuangbanna, a city located at the border.', 'To verify the causative agent, complete genome information was obtained through PCR and sequencing based on the viral RNAs extracted from patient samples.', 'Phylogenetic trees were constructed by the maximum likelihood method (MEGA 6.0).', 'Nucleotide and amino acid substitutions were analyzed by BioEdit, followed by RNA secondary structure prediction of untranslated regions (UTRs) and protein secondary structure prediction in coding sequences (CDSs).', 'Strains YN2, YN17741, and YN176272 were isolated from local residents.', 'Stains MY21 and MY22 were isolated from Burmese travelers.', 'The complete genome sequences of the five isolates were 10,735 nucleotides in length.', 'Phylogenetic analysis classified all five isolates as genotype I of DENV-1, while isolates of local residents and Burmese travelers belonged to different branches.', 'The three locally isolates were most similar to the Dongguan strain in 2011, and the other two isolates from Burmese travelers were most similar to the Laos strain in 2008.', 'Twenty-four amino acid substitutions were important in eight evolutionary tree branches.', 'Comparison with DENV-1SS revealed 658 base substitutions in the local isolates, except for two mutations exclusive to YN17741, resulting in 87 synonymous mutations.', 'Compared with the local isolates, 52 amino acid mutations occurred in the CDS of two isolates from Burmese travelers.', 'Comparing MY21 with MY22, 17 amino acid mutations were observed, all these mutations occurred in the CDS of non-structured proteins (two in NS1, 10 in NS2, two in NS3, three in NS5).', 'Secondary structure prediction revealed 46 changes in the potential nucleotide and protein binding sites of the CDSs in local isolates.', ""RNA secondary structure prediction also showed base changes in the 3'UTR of local isolates, leading to two significant changes in the RNA secondary structure."", 'To our knowledge, this study is the first complete genome analysis of isolates from the 2017 dengue outbreak that occurred at the border areas of China, Burma, and Laos. Medical Sciences, Kunming, China.', 'Diseases, Kunming, China. Medical Sciences, Kunming, China.', 'Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Kunming Medical University, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Kunming Medical University, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China. Medical Sciences, Kunming, China. Diseases, Kunming, China.']"
29259329,2017 Dec 20,"Dengue viruses in Papua New Guinea: evidence of endemicity and phylogenetic variation, including the evolution of new genetic lineages.","Dengue is the most common cause of mosquito-borne viral disease in humans, and is endemic in more than 100 tropical and subtropical countries. Periodic outbreaks of dengue have been reported in Papua New Guinea (PNG), but there is only limited knowledge of its endemicity and disease burden. To help elucidate the status of the dengue viruses (DENVs) in PNG, we performed envelope (E) gene sequencing of DENV serotypes 1-4 (DENV 1-4) obtained from infected patients who traveled to Australia or from patients diagnosed during local DENV transmission events between 2001 and 2016. Phylogenetic analysis and comparison with globally available DENV sequences revealed new endemic PNG lineages for DENV 1-3 which have emerged within the last decade. We also identified another possible PNG lineage for DENV-4 from 2016. The DENV-1 and 3 PNG lineages were most closely related to recent lineages circulating on Pacific island nations while the DENV-2 lineage and putative DENV-4 PNG lineage were most similar to Indonesian sequences. This study has demonstrated for the first time the co-circulation of DENV 1-4 strains in PNG and provided molecular evidence of endemic DENV transmission. Our results provide an important platform for improved surveillance and monitoring of DENVs in PNG and broaden the global understanding of DENV genetic diversity. Plains, Queensland 4108, Australia. Plains, Queensland 4108, Australia. Australia. Australia 6909, Australia. Plains, Queensland 4108, Australia.","['Dengue/epidemiology/transmission/*virology', 'Dengue Virus/classification/genetics/*isolation & purification', 'Endemic Diseases', '*Evolution, Molecular', 'Genetic Variation', 'Genotype', 'Humans', 'Papua New Guinea/epidemiology', '*Phylogeny', 'RNA, Viral/genetics', 'Travel']","['Dengue is the most common cause of mosquito-borne viral disease in humans, and is endemic in more than 100 tropical and subtropical countries.', 'Periodic outbreaks of dengue have been reported in Papua New Guinea (PNG), but there is only limited knowledge of its endemicity and disease burden.', 'To help elucidate the status of the dengue viruses (DENVs) in PNG, we performed envelope (E) gene sequencing of DENV serotypes 1-4 (DENV 1-4) obtained from infected patients who traveled to Australia or from patients diagnosed during local DENV transmission events between 2001 and 2016.', 'Phylogenetic analysis and comparison with globally available DENV sequences revealed new endemic PNG lineages for DENV 1-3 which have emerged within the last decade.', 'We also identified another possible PNG lineage for DENV-4 from 2016.', 'The DENV-1 and 3 PNG lineages were most closely related to recent lineages circulating on Pacific island nations while the DENV-2 lineage and putative DENV-4 PNG lineage were most similar to Indonesian sequences.', 'This study has demonstrated for the first time the co-circulation of DENV 1-4 strains in PNG and provided molecular evidence of endemic DENV transmission.', 'Our results provide an important platform for improved surveillance and monitoring of DENVs in PNG and broaden the global understanding of DENV genetic diversity.', 'Plains, Queensland 4108, Australia.', 'Plains, Queensland 4108, Australia.', 'Australia. Australia 6909, Australia. Plains, Queensland 4108, Australia.']"
18367520,2008 Jun,"Microevolution of Dengue viruses circulating among primary school children in Kamphaeng Phet, Thailand.","To determine the extent and structure of genetic variation in dengue viruses (DENV) on a restricted spatial and temporal scale, we sequenced the E (envelope) genes of DENV-1, -2, and -3 isolates collected in 2001 from children enrolled in a prospective school-based study in Kamphaeng Phet, Thailand, and diagnosed with dengue disease. Our analysis revealed substantial viral genetic variation in both time and space, with multiple viral lineages circulating within individual schools, suggesting the frequent gene flow of DENV into this microenvironment. More-detailed analyses of DENV-2 samples revealed strong clustering of viral isolates within individual schools and evidence of more-frequent viral gene flow among schools closely related in space. Conversely, we observed little evolutionary change in those viral isolates sampled over multiple time points within individual schools, indicating a low rate of mutation fixation. These results suggest that frequent viral migration into Kamphaeng Phet, coupled with population (school) subdivision, shapes the genetic diversity of DENV on a local scale, more so than in situ evolution within school catchment areas. Bangkok, Thailand 10400. Richard.Jarman@afrims.org","['Child', 'Cohort Studies', 'Dengue/blood/*epidemiology/*virology', 'Dengue Virus/classification/*genetics/isolation & purification/pathogenicity', 'Genotype', 'Humans', '*Phylogeny', 'Thailand']","['To determine the extent and structure of genetic variation in dengue viruses (DENV) on a restricted spatial and temporal scale, we sequenced the E (envelope) genes of DENV-1, -2, and -3 isolates collected in 2001 from children enrolled in a prospective school-based study in Kamphaeng Phet, Thailand, and diagnosed with dengue disease.', 'Our analysis revealed substantial viral genetic variation in both time and space, with multiple viral lineages circulating within individual schools, suggesting the frequent gene flow of DENV into this microenvironment.', 'More-detailed analyses of DENV-2 samples revealed strong clustering of viral isolates within individual schools and evidence of more-frequent viral gene flow among schools closely related in space.', 'Conversely, we observed little evolutionary change in those viral isolates sampled over multiple time points within individual schools, indicating a low rate of mutation fixation.', 'These results suggest that frequent viral migration into Kamphaeng Phet, coupled with population (school) subdivision, shapes the genetic diversity of DENV on a local scale, more so than in situ evolution within school catchment areas.', 'Bangkok, Thailand 10400. Richard.Jarman@afrims.org']"
